Author,Rating,Review,Restaurant,Location
Wei Keong Chu,"Rated 5.0 out of 5,",Never disappointed with their food so far. Two thumbs up!!,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Ronnie Chan,"Rated 5.0 out of 5,",One of the best  Chinese Restaurant in town,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Andrew Yeoh,"Rated 4.0 out of 5,","Wonderful, tasty food.",Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Sha-Sha Hew,"Rated 5.0 out of 5,",This is Ipoh people favorite Chinese restaurant! Food is absolutely delicious! Price is very reasonable.,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
DS EXPERTE,"Rated 4.0 out of 5,",Good quality but service is unattended,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Kon Tsen,"Rated 4.0 out of 5,",Always serve up a decent meal,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Meisy Ong,"Rated 2.0 out of 5,",Food is yummy but the environment is lousy as very noisy n u hv to yell to each other as hardly can hear,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
CS Wong,"Rated 5.0 out of 5,","Very reasonably priced food that's overall excellent. Despite the rather ho-hum decor, there's a reason why people keep picking this place to hold wedding dinners.",Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Derek Lee,"Rated 4.0 out of 5,",Good food but sound proof is bad.,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Eddie 2021,"Rated 4.0 out of 5,",Very respectable quality. Good for family dining and a place to entertain friend for a good Chinese meal,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
koh Chan,"Rated 5.0 out of 5,",very good tradition meal. but if to book in advent for  BBQ Pig,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
jon lee,"Rated 5.0 out of 5,","Had wedding dinner twice...and both times were excellent. Highly reccomended. Very very busy place, so book early to avoid disappointment",Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Tomy Yong,"Rated 4.0 out of 5,","Great food of Cantonese cooking especially ginger Kampung chickens,steam soon hock,batter fresh water prawns and etc etc. Worthy of repeat visits.",Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
HockHin Lee,"Rated 5.0 out of 5,",Tasty generous portions.  Fresh seafood,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Kang Chin Lim,"Rated 5.0 out of 5,",Best restaurant in town served good foods nice environment and value for the price..,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Lan Chan,"Rated 5.0 out of 5,",All food was deliciou,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Enerson Yap,"Rated 5.0 out of 5,","Nice food, good aircond environment, very local Chinese atmosphere, and reasonable price.",Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Bhupinder Singh,"Rated 4.0 out of 5,",Fantastic fresh and tasty SEA food.,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
namhong chan,"Rated 4.0 out of 5,",Restaurant is very busy. However service is v good. Food is delicious. Recommended to go,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
y.Sheng,"Rated 1.0 out of 5,",Need to book to have a seat,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Max,"Rated 5.0 out of 5,",Will definitely return. Fresh and tasty food served here. Booking in advance is a must!,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
C Lam,"Rated 4.0 out of 5,","Fast service. Rib dish is nice.Typical Chinese restaurant, can be noisy due to crowds",Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Kit Koon Yeoh,"Rated 5.0 out of 5,",Good food. Good service. Well prepared dishes,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Rey Reynard,"Rated 5.0 out of 5,",Nice food. Damn lot of people.  Make sure u make reservations before coming.,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Ken Wooi,"Rated 5.0 out of 5,",Best chinese restaurant in town.,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
William Leow,"Rated 3.0 out of 5,",Food is good. Portion is enough. But some order takers have some minor attitude issue,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
kee wei ping,"Rated 5.0 out of 5,",The food taste good,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Ka Lok Pang,"Rated 5.0 out of 5,","oh man, this is damn nice.",Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Sherene YONG,"Rated 1.0 out of 5,","Were greeted with a very rude staff as we entered the restaurant, who bluntly said 'we have no table available, it's full house'. So, we asked - 'how long do we need to wait for the next available table?' expecting the staff to probably …MoreWere greeted with a very rude staff as we entered the restaurant, who bluntly said 'we have no table available, it's full house'. So, we asked - 'how long do we need to wait for the next available table?' expecting the staff to probably said an hour or less. But was snapped with - 'I won't be able to help you'. I know customer is not always right but we don't walk into your restaurant to be treated this way. We walked out and never come back.",Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Wing Kit Loh,"Rated 5.0 out of 5,",One of the best Chinese restaurant in Ipoh,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Jane t,"Rated 5.0 out of 5,",Fresh and Delicious dishes with reasonable price. The service is great too,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Chee Chiang Lee,"Rated 4.0 out of 5,",Considered one of best chinese seafoods resturant.  Reservation required and very crowded during weekend.,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Philip Ong,"Rated 5.0 out of 5,",One of the best restaurants in Ipoh serving Cantonese cuisine.,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Wei Ping Ong,"Rated 4.0 out of 5,","Decent food and good customer service, went there for lunch with enough parking.",Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Gary Wong,"Rated 5.0 out of 5,",I would say mostly all the dishes we ordered are delicious. Advise to book in advance,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Dave Chin,"Rated 4.0 out of 5,","Rustic, old school, Cantonese restaurant. Availability of Pusing prawn an added bonus.",Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
S W,"Rated 1.0 out of 5,","First and last time here, we didn't even set a foot into the restaurant, drove 150km to arrive at the restaurant front at 8pm, was told they don't serve food for two person. The waitress gave all sorts of excuse to reject us citing the chef …MoreFirst and last time here, we didn't even set a foot into the restaurant, drove 150km to arrive at the restaurant front at 8pm, was told they don't serve food for two person. The waitress gave all sorts of excuse to reject us citing the chef were too tired to continue cooking despite the restaurant was half empty. Saw another couple who tried to enter the restaurant without booking, they were rejected upfront too. You have been warned, arrogant restaurant, never again no matter how good he food may be",Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
YY Wong,"Rated 4.0 out of 5,",Reasonably priced good Cantonese style food. Bigger than average portion.,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Fiona Seah,"Rated 5.0 out of 5,",Good food and very diligent service.  My cup was refilled constantly and food was served very quickly too.,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Choon Wei,"Rated 4.0 out of 5,","Tasty Chinese cuisine, worth trying.",Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Steven Goh,"Rated 4.0 out of 5,",The food here is delicious. Offers traditional Chinese cuisine.,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Eddie Ang,"Rated 4.0 out of 5,",A friend brought his Sultan fish from Sauk and had the restaurant steamed it. It was steamed perfectly !,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Jamie Leong,"Rated 4.0 out of 5,",Food is good if you do some research on their better dishes.,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Jocelyn Cheoh,"Rated 5.0 out of 5,",Great food with good price. We always visit when we are in Ipoh,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
CY Lee,"Rated 3.0 out of 5,",Always crowded during weekend. Better book before coming,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Eric Low,"Rated 5.0 out of 5,","The signature chicken with ginger paste and the ""dry fried"" prawn are delicious! Price is reasonable. Crowded most of the time be it weekday or weekend.",Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Michael Au Yong,"Rated 3.0 out of 5,",It's one of the more established restaurants in Ipoh.. Food is OK.. But has gotten quite expensive in recent years.,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
KEN LAI,"Rated 5.0 out of 5,",Abalone fried rice with super thick abalone gravy... so good!!!,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
NiQi Tan,"Rated 5.0 out of 5,",Ipoh to go place. Definitely won't disappoint.,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Shaun Selva Kattan,"Rated 4.0 out of 5,",The food was great and was served in big portions. Good for family reunions!,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Boon Cheam,"Rated 4.0 out of 5,",One of the best restaurant in ipoh,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Eric Lee,"Rated 5.0 out of 5,",Best restaurant in Ipoh but non halal.,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
jiaxian ya,"Rated 2.0 out of 5,",Used to be very good restaurant but it's disappointing on my last 2 visits.,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Andy Goh,"Rated 4.0 out of 5,","Food nice, price reasonable. I like the ginger steam chicken",Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Kang Chin Lim,"Rated 5.0 out of 5,","In Ipoh I considered this was one of money valued restaurant, excellent tasted Chinese Cantonese foods with excellent service, clean and spaces.",Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Michael,"Rated 4.0 out of 5,",This restaurant serves very yummy food. No regrets.,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Lionel Lau,"Rated 4.0 out of 5,",Still the best Superior Soya Sauce stir fried fresh water prawns anywhere,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Greato Micey,"Rated 3.0 out of 5,",Pricey but tasty restaurant in air con environment.,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Seong Yan Lee,"Rated 3.0 out of 5,",Restaurant offers go9d food. Prices reasonable. Try frsh water prawns,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Samantha Low,"Rated 4.0 out of 5,",Authentic Cantonese food. Must try,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Alfrone Yam,"Rated 5.0 out of 5,",Delicious big prawns.. cod fish.. friendly service..,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Thai Pin Tan,"Rated 5.0 out of 5,","Always crowded, even on weekdays. Better to call and reserve a table before you go.",Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Brandon Goh,"Rated 5.0 out of 5,",Ipoh Must Try Restaurant,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
LT Wong,"Rated 5.0 out of 5,",Never get dissapointed at this restaurant.  Always great food served.,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Wee Ming Kok,"Rated 5.0 out of 5,",Salt baked crab and steamed soon hock! Fried egg omelette with crab meat and lettuce!,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
daniel yong,"Rated 5.0 out of 5,",Food very tasty and refine. Price reasonable.,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Calvin Chai,"Rated 5.0 out of 5,","Great Chinese restaurant, good food and reasonable prices",Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Yong-Chan PARK,"Rated 5.0 out of 5,",Every dish was great. U have to try this Chinese restaurant!,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Phui Fun Chong,"Rated 5.0 out of 5,",One of the best wedding dinners that I have ever had!,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Ng Mark,"Rated 4.0 out of 5,","Great food, service left something to be desired",Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
ELAINE KHAW,"Rated 5.0 out of 5,",Dry fried prawns and steamed ginger chicken are must trys,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Stanley Cheong,"Rated 4.0 out of 5,",Quite pack on weekend mostly on Friday- Sunday..Need to call up to booking before having dinner there,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Su Tinker,"Rated 5.0 out of 5,",Still the best Chinese restaurant patronised by the locals... Must visit.,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Victor Hoh,"Rated 5.0 out of 5,",Good Chinese food!,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Yee Kang Guan,"Rated 4.0 out of 5,",The foods for the banquet is nice but the sitting is too crowded.,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
suhz chang,"Rated 4.0 out of 5,","Good service, great food.",Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
Raymond Hor,"Rated 5.0 out of 5,",Great tasting food...consistent for many years!,Restaurant Pusing Public,"G 57, 65, Jalan Horley, Kampung Jawa, Ipoh, Perak"
