Author,Title,Review,Rating,Dates,Restaurant
"Micky3885Dublin, Ireland",Nice lunch by the river,"Stopped here for lunch after walking around the older parts of town and to avoid a heavy rain shower. Very nice setting along by the river.Service was very efficient and friendly, food (pizza and Chinese fried rice) was tasty and well presented. Nice cold beer was a good addition too. Show less",4,Reviewed 26 November 2015 ,The River Grill
"Brightontraveller-2Brighton, United Kingdom",Excellent European style food & service,"The Casa del Rio River Grill is not the place to go for local food and ambience. However it provides European-style 'fine dining' with the style, service and prices to match.Sitting on a candlelit terrace watching the lights on the river, it is a wonderful location to eat.I had mushroom soup followed by salmon with risotto, drinking white wine (Chilean Chardonnay). Food and drink was excellent quality. Service was impeccable.The only query I had was the bill stating a 10% service charge followed by a space requesting an additional amount to be added for a tip. Probably I don't understand Malaysian tipping practice, but the waiter was bewildered when I asked about this.Show less",4,Reviewed 10 November 2015 ,The River Grill
"simplytravelandeatSingapore, Singapore",Great pizza but mediocre local food,"Visited this place for dinner while touring Melaka with my family. They have pretty limited selections for local dishes. Was hoping to have local food for dinner but since we had been seated, we decided to give it a try. Server by the name of Shen was very helpful and attentive. One of the best service I've experienced in Melaka. The restaurant is very nicely decorated and it feels like as if we are in Spain. I guess that's positive about this restaurant. The local dishes were really not up to standard. However the pizza was really good. End of the day, we tried consoling ourselves saying that maybe this is a western food restaurant and as such, local food was lousy.Show less",3,Reviewed 28 September 2015 ,The River Grill
"DYYMS2Singapore, Singapore",Worst Saturday BBQ Buffet,"Worst BBQ buffet ever!!! Was there last Saturday with my family of 11 person .Satay not replenished, imagine going for a buffet and they can tell you the food is finished before 8pm. BBQ items very limited ie lamb, steak , chicken wings, squid with a very slow pace of cooking where people need to queue. Dessert limited, hot items limited, & a high class hotel serving ice cream potong? It should DEFINITELY not worth RM84 per pax. From the way they do the service, I ashamed to tell people that it is Singapore owned hotel. Please learn from holiday inn or equatorial nearbyShow less",1,Reviewed 28 July 2015 ,The River Grill
"DutchiesSingapore, Singapore",Very good foor in nice surroundings,"On the terrace, with view over the river, we had a truly lovely meal. Steamboat was very good and so was the curry. Too bad the curry arrived when the steamboat was nearly finished, but that was the only flaw. Excellent, friendly service and very decent prices.Show less",4,Reviewed 9 June 2015 ,The River Grill
"Always_b_NaturalSingapore, Singapore",Wonderful stop on the River walk,"We stopped for supper on a Friday night - first time in Melaka. I had back problems, and just couldn't go on any longer without a rest. And that was really lucky!The location is beautiful, and romantic. There is comfortable seating, lovely views, nice lighting. Especially for patio seating - there was no trouble with wobbly tables or chairs. Everything was solid and comfortable. Service was attentive but not intrusive. The servers were friendly and helpful, explaining anything we asked about.We sat on the terrace along the river and really enjoyed the lights and people, the boats scooting up and down. The evening was perfect, and I don't remember any mosquitoesEverything was very clean. Very very clean.My husband ordered the hot and sour soup. ORDER THIS, IF YOU ORDER NOTHING ELSE! I don't like hot and sour soup (the texture) and I could have finished this up myself! Smooth, but not the slimy texture, just the right spice, crunchy veggies, toothsome broth, the chili oil was a treat. To die for!Husband had a beautiful steak cooked exactly to order. The whipped potato side was creamy and comforting.I ordered the Kung Pao Chicken, and it was really delicious. I had planned on ordering a steak, but am I ever happy I changed my mind. Nice sides, lots of dry chili, beautifully presented, and awesomely tasty - I finished it all!Show less",5,Reviewed 17 September 2014 ,The River Grill
"Banda-in-JapanTokyo, Japan",Fantastic buffet,"We managed to stop here on a night when they were offering a fantastic buffet and really enjoyed our meal. Most of the offers were Nonya-style foods, with some western dishes also available. The broad variety was so much that we couldn't sample everything, but it all looked wonderful and we very much enjoyed every dish we tried.The special senior discount for travelers aged 55 and over was also very welcome!Show less",4,Reviewed 31 July 2014 ,The River Grill
"MiminazilaKuala Lumpur, Malaysia",Not a place for buffet spread..,"We were hungry after walking around Central Melaka and decided to get a bite at the hotel. They only served buffet on weekends so we decided to try it out. Not much of a spread for RM 55++ compared to other hotels buffet spread... one or 2 dishes of Portugis origin...others are the normal common local Malay food, like salad, rojak buah, soup noodle, etc. The dessert spread is not much...a few local kuih, cakes and pengat pisang...the food taste is not something to shout about... but the staff were warmth and friendly, the ambiance is nice with light live music by a pianist...nice eating place by the river...but honestly it's not worth the $$ you spent...Show less",3,Reviewed 16 June 2014 ,The River Grill
"MM2HLondon, United Kingdom",A tasty Sunday Hi Tea,"Although the number of items on display are perhaps less than you would expect, the quality of the food is very good indeed.This is not your typical Hi Tea though. First there is usually about 6 different types of cold starter - various salads with seafood, meats, cheeses. A wide selection of breads and two different soups.Then there are the hot dishes. Again usually 6 or so, some Asian style and some more Western.There is always a roast and every time I have been there it has been roast lamb. However the provision of potatoes and vegetables is very hit and miss. Some weeks these are avaiable, some weeks not. So on this front you might be disappointed .Outside is a BBQ grill with sausages, chicken tikka and the like.Then the desserts. Possibly the best desserts in Melaka. Plenty of choice of cakes, pastries and puddings. Oh and of course ice cream.Throughout a two man Jazz Band plays in the background - they can be quite loud, so don't get a table too close to them or conversation will be impossibleAll in all a very enjoyable lunch time.Show less",4,Reviewed 5 June 2014 ,The River Grill
"pl55Singapore, Singapore",Wait staff needs to buck up,"The bread is outstanding and the grilled boneless chicken is good. However, the minestrone was indifferent at best and my dad's roast rack of lamb did not look appetising. Anyway, what was to be our farewell dinner was marred by inexperienced wait staff and an irresponsible supervisor/manager.The fiasco was due to our untypical order - out of the 5 of us, 2 had main courses and the remaining 3 had soup and salad. We took pains to explain that food for all 5 people should be served at the same time. Apparently the poor waiter was so confused, he did not put the order for the 2 main courses in. Anyway, after repeated reminders, I approached the supervisor/manager for an explanation of what happened and all I got was a meaningless apology with no information of what happened and when I could expect my missing main courses. Anyway, all ended well when the food eventually arrived and the Executive Chef approached us to apologise for the service lapse and to explain what happened.Anyway, I would only stick with River Café and the Bar in future for F&B inside the hotel for a stress-free experience.The breakfast service at the Grill was pretty good and quite unlike my dinner experience.Show less",3,Reviewed 15 May 2014 ,The River Grill
Zulkarnain23,Lack of selection,Went there a few times during my visit in Malacca. I was there for three time just because I stayed at Casa Del Rio. Foods portion is pretty small... not so tasty and not many choices.,2,Reviewed 7 April 2014 ,The River Grill
882reidune,lovely sunday afternoon,"Spent at the river grill !! Music was nice..food excellent! We were welcomed by Shirley who explained to us the offers we had. We choose the Lunch buffet..with high tea following.In the end we had 50% off as seniors!!!
We spent hours.. And",5,Reviewed 4 March 2014 ,The River Grill
"sarahhobartHobart, Australia",Christmas Eve Buffet,"When I was searching for a nice Christmas Eve dinner buffet I sent an email, and the reply was very prompt with the menu attached. Good service straight up.We found the staff extremely solicitous, almost too much though. Every time we came back with a plate, someone was waiting to put our napkins back in our laps.The food was nice, good but not great.There was roast turkey, but no gravy. Roast beef but no horseradish sauce. The carving guy was sick, and kept coughing. He was trying to avoid the food, but should not have been stationed there if he was not well, standing all night over the food. The broccoli tray was empty, and it was the only veggie dish to accompany the roasts.The mushroom soup was well done, but there were no bread rolls, only loaves that you had to slice yourself, and I couldn't see butter anywhere.On the plus side, the coleslaw with walnuts was one of the best salads I have tasted at a buffet. The prawns were really fresh and there were heaps of them. Also, the Pilaf Rice, Kapitan Chicken Curry, and the Dry Crab Curry were MAGNIFICENT.Overall, it was a mixed bag, really outstanding in some aspects and mediocre in others.Show less",3,Reviewed 25 December 2013 ,The River Grill
